Date,Event,Registered,Attended,No show rate,Waitlist,Recordings,Charge For Lunch,Notes
1/17/2026,SQL Saturday Lima 2026 (#1138),
2/28/2026,SQL Saturday Belo Horizonte 2026 (#1132),
3/21/2026,SQL Saturday Atlanta 2026 - AI & BI (#1127),
4/11/2026,SQL Saturday Richmond 2026 (#1135),
4/11/2026,SQL Saturday Joinville 2026 (#1139),

,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
